roomnum,roomimgurl,roomname,username,classify
4512675,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/14/4512675_20200414200334_small.jpg,“保护我方猪猪”,猪猪莹妹儿丶,颜值
7144489,https://rpic.douyucdn.cn/asrpic/200429/7144489_1556.png/dy1,总有不期而遇的温柔和生生不息的希望,鹿慢慢丶,颜值
8141359,https://rpic.douyucdn.cn/asrpic/200429/8141359_1556.png/dy1,月底冲冲冲 8141359,晚柠cc,颜值
6932960,https://rpic.douyucdn.cn/asrpic/200429/6932960_1550.png/dy1,安徽小姐姐了解一哈,是舒雅吖,颜值
6746482,https://rpic.douyucdn.cn/asrpic/200429/6746482_1555.png/dy1,第一天直播  诚招大哥粉丝,战斗鸡雯雯,颜值
8484976,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/13/8484976_20200413151006_small.jpg,你有晚柠的直播间,你有晚柠,颜值
756836,https://rpic.douyucdn.cn/live-cover/appCovers/2020/03/25/756836_20200325202003_small.jpg,总有些惊奇的际遇，比如我遇见你。,我是你的夏夏啊,颜值
8502188,https://rpic.douyucdn.cn/asrpic/200429/8502188_1552.png/dy1,世界那么大还是遇见你。 8502188,陈筱诺,颜值
7685642,https://rpic.douyucdn.cn/asrpic/200429/7685642_1556.png/dy1,【欧洲渡劫直播间】梦予儿～,梦予儿,颜值
7436252,https://rpic.douyucdn.cn/asrpic/200429/7436252_1556.png/dy1,天津萌新业余唱歌主播,炑璇,颜值
8629910,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/25/8629910_20200425123719_small.jpg,新人邻家小妹第4天播,梨梨玛莲,颜值
7861456,https://rpic.douyucdn.cn/asrpic/200429/7861456_1556.png/dy1,1米77钢铁直女在线尬聊,悦苏儿,颜值
3458077,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/23/3458077_20200423001504_small.jpg,可甜可盐系的辣女孩,好吃的牙儿丶,颜值
8566401,https://rpic.douyucdn.cn/asrpic/200429/8566401_1552.png/dy1,不会唱歌的才艺主播来啦！,是你的妙妙吖,颜值
7776530,https://rpic.douyucdn.cn/asrpic/200429/7776530_1556.png/dy1,何其有幸遇见你 7776530,喝冰阔乐的昕昕,颜值
8317824,https://rpic.douyucdn.cn/asrpic/200429/8317824_1551.png/dy1,月底冲流水 努力中,DY仓野空,颜值
8180213,https://rpic.douyucdn.cn/live-cover/appCovers/2020/03/25/8180213_20200325022011_small.jpg,新的一周 加油,大雯雯雯雯雯雯雯,颜值
8579754,https://rpic.douyucdn.cn/asrpic/200429/8579754_1552.png/dy1,愿所有美好如期而至,蓝迪598,颜值
4501909,https://rpic.douyucdn.cn/asrpic/200429/4501909_1555.png/dy1,坐等有缘人 4501909,熬夜要补维C,颜值
7964768,https://rpic.douyucdn.cn/asrpic/200429/7964768_1556.png/dy1,南航小姐姐本人比照片好看,柯柯小姐姐,颜值
7183896,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/07/7183896_20200407211921_small.jpg,全年无休主播求关注,baby甜甜呀,颜值
8635371,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/25/8635371_20200425175901_small.jpg,新人主播，唠嗑嗑。。。,谁的皮皮哈,颜值
7737457,https://rpic.douyucdn.cn/asrpic/200429/7737457_1556.png/dy1,我值得有一个盖世英雄吗 或许会因你而幸,成都王丽坤,颜值
8250905,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/28/8250905_20200428122639_small.jpg,悄悄溜进颜值区 8250905,可可爱爱英某人,颜值
8501290,https://rpic.douyucdn.cn/asrpic/200429/8501290_1552.png/dy1,新人直播第一天 8501290,狙熙,颜值
roomnum,roomimgurl,roomname,username,classify
8574361,https://rpic.douyucdn.cn/asrpic/200429/8574361_1602.png/dy1,鹿鹿睡醒了的直播间,鹿鹿睡醒了,颜值
3866447,https://rpic.douyucdn.cn/live-cover/appCovers/2018/04/12/3866447_20180412205544_small.jpg,情怀大哥俱乐部,十二月老铁,颜值
5324159,https://rpic.douyucdn.cn/asrpic/200429/5324159_1600.png/dy1,全斗鱼最幸运直播间,白菜mm丶,颜值
7360887,https://rpic.douyucdn.cn/asrpic/200429/7360887_1601.png/dy1,小可爱默默求守护❤,墨墨丶小可爱,颜值
4736350,https://rpic.douyucdn.cn/asrpic/200429/4736350_1600.png/dy1,你一票我一票谷某明天就出道,谷谷绿,颜值
7781215,https://rpic.douyucdn.cn/asrpic/200429/7781215_1601.png/dy1,安徽小姐姐找找找房管啦~,崽崽mm丶,颜值
8332732,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/05/8332732_20200405022935_small.jpg,可爱小萌新,超a甜崽,颜值
8506851,https://rpic.douyucdn.cn/asrpic/200429/8506851_1602.png/dy1,今日份轮椅主播,霖林不太懂,颜值
8566401,https://rpic.douyucdn.cn/asrpic/200429/8566401_1602.png/dy1,不会唱歌的才艺主播来啦！,是你的妙妙吖,颜值
8342040,https://rpic.douyucdn.cn/asrpic/200429/8342040_1601.png/dy1,所有的美好都将与你不柒而遇,柒梦欧尼,颜值
8114978,https://rpic.douyucdn.cn/asrpic/200429/8114978_1601.png/dy1,欢迎大家哦！！！！,陈二仙儿,颜值
7924161,https://rpic.douyucdn.cn/asrpic/200429/7924161_1601.png/dy1,你康，是唱歌主播,来生icy,颜值
8469046,https://rpic.douyucdn.cn/asrpic/200429/8469046_1602.png/dy1,凤年周公子的直播间,凤年周公子,颜值
8523577,https://rpic.douyucdn.cn/asrpic/200429/8523577_1602.png/dy1,安小杪的直播间,安小杪,颜值
8389647,https://rpic.douyucdn.cn/asrpic/200429/8389647_1601.png/dy1,嗨~等你好久了 快来吧,桃子酱ov,颜值
8561907,https://rpic.douyucdn.cn/asrpic/200429/8561907_1602.png/dy1,新名称：呆傻,九姑娘丫头,颜值
8571309,https://rpic.douyucdn.cn/asrpic/200429/8571309_1602.png/dy1,又是素颜新人开播的一天,古月任性,颜值
8634552,https://rpic.douyucdn.cn/live-cover/roomCover/2020/04/25/de9a734581700dc22b9c17f9421b10fe_big.jpg,新主播第一天呀 8634552,陈怼怼丿,颜值
8157662,https://rpic.douyucdn.cn/live-cover/appCovers/2020/03/24/8157662_20200324004211_small.jpg,和雷佳音聊聊天吧,温亮亮亮亮,颜值
8574095,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/17/8574095_20200417081220_small.jpg,小婕zzz的直播间,小婕zzz,颜值
8389647,https://rpic.douyucdn.cn/asrpic/200429/8389647_1601.png/dy1,嗨~等你好久了 快来吧,桃子酱ov,颜值
4087878,https://rpic.douyucdn.cn/asrpic/200429/4087878_1600.png/dy1,退鱼倒计时9986天,啵啵酱233,颜值
8597203,https://rpic.douyucdn.cn/asrpic/200429/8597203_1602.png/dy1,第九天直播可以关注一下我吗！,鱼与渔家,颜值
4876633,https://rpic.douyucdn.cn/asrpic/200429/4876633_1600.png/dy1,新人第一天。。 4876633,优优崽Zz,颜值
7446649,https://rpic.douyucdn.cn/live-cover/appCovers/2020/03/08/7446649_20200308203716_small.jpg,厦门网友 在线尬聊,蜜桃miki,颜值
6214141,https://rpic.douyucdn.cn/asrpic/200429/6214141_1600.png/dy1,太凉了 凉哭了,奶油爱莉丝,颜值
8544324,https://rpic.douyucdn.cn/asrpic/200429/8544324_1602.png/dy1,你的专属情歌电台,圆圆今天不在家,颜值
7027893,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/13/7027893_20200413000341_small.jpg,人间芭比❤️,鲸七七丶,颜值
5695362,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/14/5695362_20200414143536_small.jpg,等一个一级的游侠,卖火柴的露露,颜值
7823575,https://rpic.douyucdn.cn/live-cover/appCovers/2019/12/31/7823575_20191231204519_small.jpg,照片是假的 本人更可爱 7823575,是你的阿狮吖,颜值
1853869,https://rpic.douyucdn.cn/asrpic/200429/1853869_1604.png/dy1,野外真人烧烤,顾北宁,颜值
3870218,https://rpic.douyucdn.cn/asrpic/200429/3870218_1600.png/dy1,开心就好‘’,丶丶阿阳,颜值
5591497,https://rpic.douyucdn.cn/asrpic/200429/5591497_1600.png/dy1,健康可爱，没有眼袋~,如花吖丶,颜值
1679707,https://rpic.douyucdn.cn/asrpic/200429/1679707_1604.png/dy1,能赢没必要，,暖心男神六哥,颜值
7430970,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/20/7430970_20200420033047_small.jpg,新人直播第一天 7430970,凌宝宝Oo丶,颜值
7309881,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/29/7309881_20200429134132_small.jpg,一个平平无奇的憨憨,哟这不是CC嘛,颜值
4566947,https://rpic.douyucdn.cn/live-cover/appCovers/2019/12/03/4566947_20191203230502_small.jpg,有没有想我 4566947,关晓羽,颜值
8580493,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/29/8580493_20200429012847_small.jpg,李太公钓鱼 愿者上钩,李腻腻o3o,颜值
5765095,https://rpic.douyucdn.cn/asrpic/200429/5765095_1600.png/dy1,纯天然唱跳大姐姐^ ^,蓉儿babe,颜值
8484712,https://rpic.douyucdn.cn/live-cover/roomCover/2020/04/05/3b7b805413fd3b58a8496aeb0ddb8a4a_big.jpg,嗨 我来了,海乐丶彩虹,颜值
5765095,https://rpic.douyucdn.cn/asrpic/200429/5765095_1600.png/dy1,纯天然唱跳大姐姐^ ^,蓉儿babe,颜值
8580493,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/29/8580493_20200429012847_small.jpg,李太公钓鱼 愿者上钩,李腻腻o3o,颜值
6642574,https://rpic.douyucdn.cn/asrpic/200429/6642574_1600.png/dy1,可可爱爱没有脑袋~ 6642574,小脸蛋阿,颜值
6539854,https://rpic.douyucdn.cn/asrpic/200429/6539854_1600.png/dy1,月底冲流水，有大哥抬一手吗,野生的艾筱筱,颜值
4512675,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/14/4512675_20200414200334_small.jpg,“保护我方猪猪”,猪猪莹妹儿丶,颜值
7733799,https://rpic.douyucdn.cn/asrpic/200429/7733799_1601.png/dy1,等风等雨只为等你,喵啊喔i,颜值
6345472,https://rpic.douyucdn.cn/asrpic/200429/6345472_1600.png/dy1,你的音乐清吧！~,栖梧灬,颜值
7905573,https://rpic.douyucdn.cn/asrpic/200429/7905573_1601.png/dy1,新人报道7905573,你的樱桃小雪啊,颜值
8638487,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/25/8638487_20200425230142_small.jpg,干啥啥不行～争宠第一名！！,大眼萌球球,颜值
8594378,https://rpic.douyucdn.cn/live-cover/roomCover/2020/04/17/06cbdc763df59f47e80d1f93c037c976_big.jpg,（新人小晗晗呀） 是你的小可爱哦,海乐丶晗晗,颜值
8244994,https://rpic.douyucdn.cn/asrpic/200429/8244994_1601.png/dy1,距离你0.01km 8244994,易点点y,颜值
8318839,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/17/8318839_20200417124213_small.jpg,今天只想过四星,一个梁梁梁,颜值
511452,https://rpic.douyucdn.cn/live-cover/appCovers/2020/02/06/511452_20200206212829_small.jpg,晋级赛24冲呀,心心心念念,颜值
7727075,https://rpic.douyucdn.cn/asrpic/200429/7727075_1601.png/dy1,亦可不才  自认是匹千里马 却不遇伯乐,陳亦可,颜值
7562088,https://rpic.douyucdn.cn/asrpic/200429/7562088_1601.png/dy1,我要渡劫 7562088,7雯呀,颜值
7819209,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/25/7819209_20200425214953_small.jpg,长沙新主播第一天7819209,是你的嘻嘻呢,颜值
7788323,https://rpic.douyucdn.cn/live-cover/appCovers/2020/02/22/7788323_20200222200351_small.jpg,世界这么大还是遇见你 7788323,Baby贺思思,颜值
7359243,https://rpic.douyucdn.cn/asrpic/200429/7359243_1601.png/dy1,花月诗酒茶，星河寻年华7359243,最美皮皮陌吖,颜值
2449973,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/15/2449973_20200415193900_small.jpg,新人主播想要渡劫啊啊啊,Wuli伊凡,颜值
910907,https://rpic.douyucdn.cn/live-cover/appCovers/2020/03/28/910907_20200328140623_small.jpg,过气气人小熊910907,流口水的小熊猫,颜值
6458138,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/22/6458138_20200422193033_small.jpg,月底求渡劫吖,姗宝lavender,颜值
7839089,https://rpic.douyucdn.cn/asrpic/200429/7839089_1601.png/dy1,一看流水三块五,鱼满满丶,颜值
8487676,https://rpic.douyucdn.cn/asrpic/200429/8487676_1602.png/dy1,你喜欢的样子我都有 8487676,Barbara芭芭拉Barbara,颜值
8183728,https://rpic.douyucdn.cn/asrpic/200429/8183728_1601.png/dy1,浙江小改改~,丶乐多丶,颜值
6494527,https://rpic.douyucdn.cn/asrpic/200429/6494527_1600.png/dy1,一个有味道的直播间6494527,困困不困o,颜值
6400090,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/20/6400090_20200420020847_small.jpg,做人呐，最重要的就是开心✨,巴妮酱,颜值
1417930,https://rpic.douyucdn.cn/asrpic/200429/1417930_1604.png/dy1,冷风八卦：人生总要有所改变,小象丶冷风,颜值
7835646,https://rpic.douyucdn.cn/asrpic/200429/7835646_1601.png/dy1,君问归期未有期 7835646,一棵柠七,颜值
7577649,https://rpic.douyucdn.cn/asrpic/200429/7577649_1601.png/dy1,想做你的小朋友 7577649,欧尼熊ii,颜值
3845571,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/23/3845571_20200423162020_small.jpg,我多想能多陪你一场 把前半生的风景对你讲,禾苗儿777,颜值
3845571,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/23/3845571_20200423162020_small.jpg,我多想能多陪你一场 把前半生的风景对你讲,禾苗儿777,颜值
7723008,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/21/7723008_20200421132852_small.jpg,铁汁 今天也要开心哦,酥酥就是小酥酥,颜值
5972339,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/19/5972339_20200419213857_small.jpg,王多鱼 进来投项目啦,凯蒂bb,颜值
8532659,https://rpic.douyucdn.cn/asrpic/200429/8532659_1602.png/dy1,告诉桃花，今年就在这开了,Li智楠,颜值
7273875,https://rpic.douyucdn.cn/live-cover/roomCover/2020/04/26/183f68510a8db153d5537f88d7f94f61_big.jpg,新主播第一天 7273875,静静乖球的,颜值
7630841,https://rpic.douyucdn.cn/asrpic/200429/7630841_1601.png/dy1,哥哥过个五星吧,Henry阮,颜值
7820324,https://rpic.douyucdn.cn/asrpic/200429/7820324_1601.png/dy1,一个唱歌主播,奶思baby不吃鱼,颜值
7162333,https://rpic.douyucdn.cn/asrpic/200429/7162333_1601.png/dy1,湖南小姐姐第一天直播,浅浅cherry丶,颜值
7796460,https://rpic.douyucdn.cn/asrpic/200429/7796460_1601.png/dy1,皮皮夏天籁之音甜到你油腻,皮皮夏3,颜值
3397784,https://rpic.douyucdn.cn/live-cover/appCovers/2020/03/30/3397784_20200330120157_small.jpg,日久见人心 3397784,睡不醒的李小白,颜值
7556288,https://rpic.douyucdn.cn/asrpic/200429/7556288_1601.png/dy1,我就要做你的偏爱和例外,贝贝bay,颜值
4609493,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/03/4609493_20200403170411_small.jpg,随缘………………,夏盈er,颜值
8453868,https://rpic.douyucdn.cn/asrpic/200429/8453868_1602.png/dy1,这是一个有香气的直播间,奶凶奶凶滴,颜值
6147166,https://rpic.douyucdn.cn/asrpic/200429/6147166_1600.png/dy1,别再说我像那谁啦~,柠新,颜值
7642429,https://rpic.douyucdn.cn/asrpic/200428/7642429_2207.png/dy1,哈喽我的小哥哥,王漂亮哦,颜值
8390948,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/09/8390948_20200409124851_small.jpg,欢迎来到姐姐的鱼塘,o小赞o,颜值
594571,https://rpic.douyucdn.cn/asrpic/200429/594571_1604.png/dy1,歌手 594571,Sally阿熊11,颜值
8369438,https://rpic.douyucdn.cn/asrpic/200429/8369438_1601.png/dy1,挑战连续开播100天,不正经的草莓i,颜值
5504126,https://rpic.douyucdn.cn/asrpic/200429/5504126_1600.png/dy1,斗鱼贾静雯 别问我为什么,筱橙子爱哼哼,颜值
6691747,https://rpic.douyucdn.cn/live-cover/roomCover/2020/02/29/2f64aacb6cdbbc0bde07f1c77c5cc3c0_big.jpg,biu^夏至未至,鹿小贝唄,颜值
6902584,https://rpic.douyucdn.cn/asrpic/200429/6902584_1600.png/dy1,欢迎江浙沪一带留守儿童,爱笑的李梦儿,颜值
3953238,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/10/3953238_20200410193259_small.jpg,盼遇人间惊鸿客,你的楠楠啊丶,颜值
5768365,https://rpic.douyucdn.cn/live-cover/appCovers/2020/03/13/5768365_20200313074148_small.jpg,祝我头哥生日快乐,浩家郡丶甘肃小浩哥,颜值
6704438,https://rpic.douyucdn.cn/asrpic/200429/6704438_1600.png/dy1,新惩罚，新玩法,爱上女团,颜值
7872260,https://rpic.douyucdn.cn/asrpic/200429/7872260_1601.png/dy1,本人比照片好看系列 7872260,sweet甜甜酱,颜值
7701681,https://rpic.douyucdn.cn/asrpic/200429/7701681_1601.png/dy1,厚爱无需多言~,小苏蘇Ya,颜值
2947196,https://rpic.douyucdn.cn/asrpic/200429/2947196_1605.png/dy1,南京小姐姐想做你的初恋  2947196,小景宝can,颜值
7731215,https://rpic.douyucdn.cn/asrpic/200429/7731215_1601.png/dy1,一心很甜呦,一心有点甜,颜值
8530509,https://rpic.douyucdn.cn/asrpic/200429/8530509_1602.png/dy1,你是天赐的礼物 我迟来的救赎,一只小宝妮吖,颜值
7856418,https://rpic.douyucdn.cn/live-cover/appCovers/2020/01/13/7856418_20200113204355_small.jpg,月底加油咯⛽️,主持人吉豆儿,颜值
2074766,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/27/2074766_20200427181159_small.jpg,一见如故，眉目成书,冷伊宁,颜值
7907431,https://rpic.douyucdn.cn/asrpic/200428/7907431_2237.png/dy1,广东潮汕弹唱妹子,金媛寶,颜值
8439774,https://rpic.douyucdn.cn/asrpic/200429/8439774_1601.png/dy1,四川吴彦祖第二个月奋斗史,王湛战,颜值
8533390,https://rpic.douyucdn.cn/asrpic/200429/8533390_1602.png/dy1,招财猫来咯~关注她,猫一姐姐,颜值
6932960,https://rpic.douyucdn.cn/asrpic/200429/6932960_1600.png/dy1,安徽小姐姐了解一哈,是舒雅吖,颜值
8534271,https://rpic.douyucdn.cn/asrpic/200429/8534271_1602.png/dy1,新主播专业回收一手二手大哥,Cc陈清玥,颜值
5643887,https://rpic.douyucdn.cn/asrpic/200429/5643887_1600.png/dy1,需要陪伴和保护 5643887,婉婉学妹,颜值
7225679,https://rpic.douyucdn.cn/asrpic/200429/7225679_1601.png/dy1,听说本人比照片好看哦~,橙子嗯哼,颜值
7639314,https://rpic.douyucdn.cn/live-cover/appCovers/2020/03/13/7639314_20200313192016_small.jpg,入目无他人 四下皆是你7639314,Xiao王子文,颜值
7776530,https://rpic.douyucdn.cn/asrpic/200429/7776530_1601.png/dy1,何其有幸遇见你 7776530,喝冰阔乐的昕昕,颜值
8141359,https://rpic.douyucdn.cn/asrpic/200429/8141359_1601.png/dy1,月底冲冲冲 8141359,晚柠cc,颜值
7436252,https://rpic.douyucdn.cn/asrpic/200429/7436252_1601.png/dy1,天津萌新业余唱歌主播,炑璇,颜值
7861456,https://rpic.douyucdn.cn/asrpic/200429/7861456_1601.png/dy1,1米77钢铁直女在线尬聊,悦苏儿,颜值
5455751,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/02/5455751_20200402094523_small.jpg,认识一哈～,吃饱困zZ,颜值
6753465,https://rpic.douyucdn.cn/asrpic/200429/6753465_1600.png/dy1,缘分真是奇妙的东西,是沁沁阿,颜值
756836,https://rpic.douyucdn.cn/live-cover/appCovers/2020/03/25/756836_20200325202003_small.jpg,总有些惊奇的际遇，比如我遇见你。,我是你的夏夏啊,颜值
8629910,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/25/8629910_20200425123719_small.jpg,新人邻家小妹第4天播,梨梨玛莲,颜值
7887489,https://rpic.douyucdn.cn/asrpic/200429/7887489_1601.png/dy1,请你像风学学~怎么往我怀里钻,奶油米mi,颜值
3744620,https://rpic.douyucdn.cn/live-cover/appCovers/2020/03/20/3744620_20200320022106_small.jpg,馋哭啦......,赞赞没吃饭,颜值
8289663,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/28/8289663_20200428053117_small.jpg,眼睛里藏着星星,珍妮Jenny上线了,颜值
roomnum,roomimgurl,roomname,username,classify
7430970,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/20/7430970_20200420033047_small.jpg,新人直播第一天 7430970,凌宝宝Oo丶,颜值
5872161,https://rpic.douyucdn.cn/asrpic/200430/5872161_1120.png/dy1,小阿懒会唱歌！ 5872161,小阿懒吖,颜值
7289309,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/24/7289309_20200424094528_small.jpg,比方说当我遇见你～,幺仙儿yo,颜值
8031896,https://rpic.douyucdn.cn/live-cover/appCovers/2020/02/04/8031896_20200204183323_small.jpg,治愈系初恋,青榎,颜值
8552513,https://rpic.douyucdn.cn/asrpic/200430/8552513_1121.png/dy1,世界那么大还是遇见你8552513,1丢丢儿,颜值
5805597,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/29/5805597_20200429220727_small.jpg,新主播第一天 5805597,ve小弦,颜值
6227891,https://rpic.douyucdn.cn/live-cover/appCovers/2019/11/08/6227891_20191108130521_small.jpg,42级冲鸭,元気小辣椒,颜值
8571003,https://rpic.douyucdn.cn/asrpic/200430/8571003_1121.png/dy1,新人主播求关注，每天都要元气满满～,雪颖sun,颜值
8055618,https://rpic.douyucdn.cn/asrpic/200430/8055618_1120.png/dy1,公会战求大哥抬一手呀～,糯米么,颜值
8253286,https://rpic.douyucdn.cn/asrpic/200430/8253286_1121.png/dy1,洛洛在线招房管,你的洛洛会闪现,颜值
8633402,https://rpic.douyucdn.cn/asrpic/200430/8633402_1121.png/dy1,新人第一天，点个关注吧~,微醺米酒,颜值
8580287,https://rpic.douyucdn.cn/asrpic/200430/8580287_1121.png/dy1,南方姑娘8580287,王饱饱同学,颜值
6613818,https://rpic.douyucdn.cn/asrpic/200430/6613818_1120.png/dy1,一个唱歌的,甜甜的馨啊,颜值
7773141,https://rpic.douyucdn.cn/asrpic/200430/7773141_1120.png/dy1,做我哥哥我宠你,纯甄小妲己,颜值
8341015,https://rpic.douyucdn.cn/asrpic/200430/8341015_1121.png/dy1,花香四溢 人潮拥挤 而你在我眼里♥️,天真是只小狮纸吖,颜值
7911927,https://rpic.douyucdn.cn/asrpic/200430/7911927_1120.png/dy1,憨憨新主播在线蹲个Boy,凤年子清,颜值
7788323,https://rpic.douyucdn.cn/live-cover/appCovers/2020/02/22/7788323_20200222200351_small.jpg,生日了，我快乐吗？祝自己天天开心吧。,Baby贺思思,颜值
7674408,https://rpic.douyucdn.cn/asrpic/200430/7674408_1120.png/dy1,官方推荐新人主播 7674408,爱喝可乐的里里,颜值
8409113,https://rpic.douyucdn.cn/live-cover/appCovers/2020/03/18/8409113_20200318214752_small.jpg,4月最后一天 四星冲鸭！,璇小釸,颜值
8518853,https://rpic.douyucdn.cn/live-cover/appCovers/2020/04/11/8518853_20200411192437_small.jpg,主播距你0.3公里,杰尼杰尼w,颜值
8356438,https://rpic.douyucdn.cn/asrpic/200430/8356438_1121.png/dy1,等你好久了知道嘛,锦鲤雪,颜值
8268968,https://rpic.douyucdn.cn/asrpic/200430/8268968_1121.png/dy1,等风亦等你 8268968,九七ym,颜值
7733614,https://rpic.douyucdn.cn/asrpic/200430/7733614_1120.png/dy1,❤弹唱小仙女❤,肉肉的肉球吖,颜值
6411910,https://rpic.douyucdn.cn/asrpic/200430/6411910_1120.png/dy1,你一出场别人都显得不过如此,妮妮nnm,颜值
